Province,CAT_B,WardNo,WardName,WIKIDATA,WardID,MapCode,MunicName,MS_FB_PARE,MS_FB
GT,TSH,48,City of Tshwane Ward 48,Q57576463,79900048,TSH_48,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:48
GT,TSH,49,City of Tshwane Ward 49,Q57576465,79900049,TSH_49,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:49
GT,TSH,50,City of Tshwane Ward 50,Q57576468,79900050,TSH_50,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:50
GT,TSH,51,City of Tshwane Ward 51,Q57576469,79900051,TSH_51,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:51
GT,TSH,52,City of Tshwane Ward 52,Q57576471,79900052,TSH_52,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:52
GT,TSH,53,City of Tshwane Ward 53,Q57576473,79900053,TSH_53,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:53
GT,TSH,54,City of Tshwane Ward 54,Q57576474,79900054,TSH_54,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:54
GT,TSH,55,City of Tshwane Ward 55,Q57576476,79900055,TSH_55,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:55
GT,TSH,56,City of Tshwane Ward 56,Q57576478,79900056,TSH_56,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:56
GT,TSH,57,City of Tshwane Ward 57,Q57576480,79900057,TSH_57,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:57
GT,TSH,58,City of Tshwane Ward 58,Q57576482,79900058,TSH_58,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:58
GT,TSH,59,City of Tshwane Ward 59,Q57576484,79900059,TSH_59,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:59
GT,TSH,60,City of Tshwane Ward 60,Q57576489,79900060,TSH_60,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:60
GT,TSH,61,City of Tshwane Ward 61,Q57576490,79900061,TSH_61,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:61
GT,TSH,62,City of Tshwane Ward 62,Q57576493,79900062,TSH_62,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:62
GT,TSH,63,City of Tshwane Ward 63,Q57576494,79900063,TSH_63,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:63
GT,TSH,64,City of Tshwane Ward 64,Q57576497,79900064,TSH_64,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:64
GT,TSH,65,City of Tshwane Ward 65,Q57576499,79900065,TSH_65,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:65
GT,TSH,66,City of Tshwane Ward 66,Q57576501,79900066,TSH_66,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:66
GT,TSH,68,City of Tshwane Ward 68,Q57576502,79900068,TSH_68,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:68
GT,TSH,69,City of Tshwane Ward 69,Q57576505,79900069,TSH_69,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:69
GT,TSH,70,City of Tshwane Ward 70,Q57576507,79900070,TSH_70,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:70
GT,TSH,71,City of Tshwane Ward 71,Q57576511,79900071,TSH_71,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:71
GT,TSH,72,City of Tshwane Ward 72,Q57576512,79900072,TSH_72,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:72
GT,TSH,73,City of Tshwane Ward 73,Q57576514,79900073,TSH_73,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:73
GT,TSH,74,City of Tshwane Ward 74,Q57576517,79900074,TSH_74,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:74
GT,TSH,75,City of Tshwane Ward 75,Q57576520,79900075,TSH_75,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:75
GT,TSH,76,City of Tshwane Ward 76,Q57576522,79900076,TSH_76,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:76
GT,TSH,77,City of Tshwane Ward 77,Q57576524,79900077,TSH_77,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:77
GT,TSH,78,City of Tshwane Ward 78,Q57576527,79900078,TSH_78,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:78
GT,TSH,79,City of Tshwane Ward 79,Q57576530,79900079,TSH_79,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:79
GT,TSH,80,City of Tshwane Ward 80,Q57576532,79900080,TSH_80,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:80
GT,TSH,81,City of Tshwane Ward 81,Q57576535,79900081,TSH_81,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:81
GT,TSH,82,City of Tshwane Ward 82,Q57576537,79900082,TSH_82,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:82
GT,TSH,83,City of Tshwane Ward 83,Q57576540,79900083,TSH_83,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:83
GT,TSH,84,City of Tshwane Ward 84,Q57576542,79900084,TSH_84,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:84
GT,TSH,85,City of Tshwane Ward 85,Q57576545,79900085,TSH_85,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:85
GT,TSH,86,City of Tshwane Ward 86,Q57576546,79900086,TSH_86,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:86
GT,TSH,87,City of Tshwane Ward 87,Q57576547,79900087,TSH_87,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:87
GT,TSH,88,City of Tshwane Ward 88,Q57576552,79900088,TSH_88,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:88
GT,TSH,89,City of Tshwane Ward 89,Q57576554,79900089,TSH_89,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:89
GT,TSH,90,City of Tshwane Ward 90,Q57576558,79900090,TSH_90,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:90
GT,TSH,91,City of Tshwane Ward 91,Q57576560,79900091,TSH_91,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:91
GT,TSH,92,City of Tshwane Ward 92,Q57576562,79900092,TSH_92,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:92
GT,TSH,93,City of Tshwane Ward 93,Q57576566,79900093,TSH_93,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:93
GT,TSH,94,City of Tshwane Ward 94,Q57576568,79900094,TSH_94,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:94
GT,TSH,95,City of Tshwane Ward 95,Q57576571,79900095,TSH_95,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:95
GT,TSH,96,City of Tshwane Ward 96,Q57576575,79900096,TSH_96,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:96
GT,TSH,97,City of Tshwane Ward 97,Q57576577,79900097,TSH_97,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:97
GT,TSH,98,City of Tshwane Ward 98,Q57576580,79900098,TSH_98,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:98
GT,TSH,99,City of Tshwane Ward 99,Q57576583,79900099,TSH_99,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:99
GT,TSH,100,City of Tshwane Ward 100,Q57576584,79900100,TSH_100,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:100
GT,TSH,101,City of Tshwane Ward 101,Q57576585,79900101,TSH_101,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:101
GT,TSH,102,City of Tshwane Ward 102,Q57576587,79900102,TSH_102,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:102
GT,TSH,103,City of Tshwane Ward 103,Q57576590,79900103,TSH_103,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:103
GT,TSH,104,City of Tshwane Ward 104,Q57576592,79900104,TSH_104,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:104
GT,TSH,105,City of Tshwane Ward 105,Q57576593,79900105,TSH_105,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:105
GT,TSH,106,City of Tshwane Ward 106,Q57576595,79900106,TSH_106,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:106
GT,TSH,107,City of Tshwane Ward 107,Q57576598,79900107,TSH_107,City of Tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-tshwane/ward:107
KZN,ETH,1,eThekwini Ward 1,Q57576599,59500001,ETH_1,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:1
KZN,ETH,2,eThekwini Ward 2,Q57576602,59500002,ETH_2,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:2
KZN,ETH,3,eThekwini Ward 3,Q57576603,59500003,ETH_3,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:3
KZN,ETH,4,eThekwini Ward 4,Q57576606,59500004,ETH_4,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:4
KZN,ETH,5,eThekwini Ward 5,Q57576608,59500005,ETH_5,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:5
KZN,ETH,6,eThekwini Ward 6,Q57576609,59500006,ETH_6,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:6
KZN,ETH,7,eThekwini Ward 7,Q57576611,59500007,ETH_7,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:7
KZN,ETH,8,eThekwini Ward 8,Q57576615,59500008,ETH_8,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:8
KZN,ETH,9,eThekwini Ward 9,Q57576617,59500009,ETH_9,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:9
KZN,ETH,10,eThekwini Ward 10,Q57576618,59500010,ETH_10,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:10
KZN,ETH,11,eThekwini Ward 11,Q57576620,59500011,ETH_11,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:11
KZN,ETH,12,eThekwini Ward 12,Q57576622,59500012,ETH_12,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:12
KZN,ETH,13,eThekwini Ward 13,Q57576623,59500013,ETH_13,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:13
KZN,ETH,14,eThekwini Ward 14,Q57576625,59500014,ETH_14,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:14
KZN,ETH,15,eThekwini Ward 15,Q57576627,59500015,ETH_15,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:15
KZN,ETH,16,eThekwini Ward 16,Q57576628,59500016,ETH_16,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:16
KZN,ETH,17,eThekwini Ward 17,Q57576630,59500017,ETH_17,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:17
KZN,ETH,18,eThekwini Ward 18,Q57576633,59500018,ETH_18,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:18
KZN,ETH,19,eThekwini Ward 19,Q57576635,59500019,ETH_19,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:19
KZN,ETH,20,eThekwini Ward 20,Q57576636,59500020,ETH_20,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:20
KZN,ETH,21,eThekwini Ward 21,Q57576638,59500021,ETH_21,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:21
KZN,ETH,22,eThekwini Ward 22,Q57576640,59500022,ETH_22,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:22
KZN,ETH,23,eThekwini Ward 23,Q57576642,59500023,ETH_23,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:23
KZN,ETH,24,eThekwini Ward 24,Q57576645,59500024,ETH_24,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:24
KZN,ETH,25,eThekwini Ward 25,Q57576647,59500025,ETH_25,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:25
KZN,ETH,26,eThekwini Ward 26,Q57576648,59500026,ETH_26,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:26
KZN,ETH,27,eThekwini Ward 27,Q57576651,59500027,ETH_27,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:27
KZN,ETH,28,eThekwini Ward 28,Q57576653,59500028,ETH_28,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:28
KZN,ETH,29,eThekwini Ward 29,Q57576654,59500029,ETH_29,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:29
KZN,ETH,30,eThekwini Ward 30,Q57576656,59500030,ETH_30,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:30
KZN,ETH,31,eThekwini Ward 31,Q57576659,59500031,ETH_31,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:31
KZN,ETH,32,eThekwini Ward 32,Q57576661,59500032,ETH_32,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:32
KZN,ETH,33,eThekwini Ward 33,Q57576662,59500033,ETH_33,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:33
KZN,ETH,34,eThekwini Ward 34,Q57576665,59500034,ETH_34,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:34
KZN,ETH,35,eThekwini Ward 35,Q57576667,59500035,ETH_35,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:35
KZN,ETH,36,eThekwini Ward 36,Q57576670,59500036,ETH_36,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:36
KZN,ETH,37,eThekwini Ward 37,Q57576672,59500037,ETH_37,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:37
KZN,ETH,38,eThekwini Ward 38,Q57576674,59500038,ETH_38,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:38
KZN,ETH,39,eThekwini Ward 39,Q57576676,59500039,ETH_39,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:39
KZN,ETH,40,eThekwini Ward 40,Q57576678,59500040,ETH_40,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:40
KZN,ETH,41,eThekwini Ward 41,Q57576679,59500041,ETH_41,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:41
KZN,ETH,42,eThekwini Ward 42,Q57576682,59500042,ETH_42,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:42
KZN,ETH,43,eThekwini Ward 43,Q57576685,59500043,ETH_43,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:43
KZN,ETH,44,eThekwini Ward 44,Q57576687,59500044,ETH_44,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:44
KZN,ETH,45,eThekwini Ward 45,Q57576690,59500045,ETH_45,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:45
KZN,ETH,46,eThekwini Ward 46,Q57576692,59500046,ETH_46,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:46
KZN,ETH,47,eThekwini Ward 47,Q57576693,59500047,ETH_47,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:47
KZN,ETH,48,eThekwini Ward 48,Q57576695,59500048,ETH_48,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:48
KZN,ETH,49,eThekwini Ward 49,Q57576697,59500049,ETH_49,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:49
KZN,ETH,50,eThekwini Ward 50,Q57576699,59500050,ETH_50,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:50
KZN,ETH,51,eThekwini Ward 51,Q57576701,59500051,ETH_51,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:51
KZN,ETH,52,eThekwini Ward 52,Q57576703,59500052,ETH_52,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:52
KZN,ETH,53,eThekwini Ward 53,Q57576706,59500053,ETH_53,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:53
KZN,ETH,54,eThekwini Ward 54,Q57576708,59500054,ETH_54,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:54
KZN,ETH,55,eThekwini Ward 55,Q57576710,59500055,ETH_55,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:55
KZN,ETH,56,eThekwini Ward 56,Q57576714,59500056,ETH_56,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:56
KZN,ETH,57,eThekwini Ward 57,Q57576715,59500057,ETH_57,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:57
KZN,ETH,58,eThekwini Ward 58,Q57576718,59500058,ETH_58,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:58
KZN,ETH,59,eThekwini Ward 59,Q57576719,59500059,ETH_59,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:59
KZN,ETH,60,eThekwini Ward 60,Q57576721,59500060,ETH_60,eThekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini,country:za/province:nl/metropolitan-municipality-of-south-africa:ethekwini/ward:60
